#z_obs, sigma_z#
0.346813674921, 0.0418242550271
0.305217112492, 0.0422192518452
0.390830092837, 0.0417956226259
0.340765734476, 0.0422403049905
0.335411792733, 0.0418359743037
0.274534408948, 0.0421168968161
0.344190317881, 0.0419500040487
0.323899456447, 0.0414674861499
0.395929245918, 0.0414537878139
0.280153263741, 0.0420337949932
0.294885440192, 0.0413528768868
0.359826780204, 0.041660379589
0.346900648913, 0.0419689503568
0.324297584149, 0.0415473600695
0.379362567552, 0.0413220888249
0.340579855628, 0.0417032685196
0.298011126174, 0.0414541715448
0.413719697008, 0.0420763921678
0.320082902042, 0.0422404195114
0.300319405411, 0.0413597551691
0.436627195341, 0.0428405044578
0.386984285549, 0.0424515869129
0.377106980699, 0.0425039166924
0.338348436735, 0.0423362084088
0.380927125622, 0.0427001012096
0.440920858516, 0.0427115474986
0.330288456236, 0.0431257753932
0.388819056515, 0.0432473700736
0.363737040288, 0.0430187856057
0.385971142116, 0.043066399539
0.302236347287, 0.0426953635978
0.345474582758, 0.0427040130001
0.434085100589, 0.0431711634501
0.373486744936, 0.0431372114353
0.341886002287, 0.0428807775124
0.419348185419, 0.043091985689
0.355778593127, 0.0423382652567
0.364340620929, 0.0425933478472
0.383563697656, 0.0426467765604
0.376139695544, 0.0431611018028
0.318553422005, 0.0434069164333
0.345767655401, 0.0434126756015
0.421358162166, 0.0442194873294
0.390060441649, 0.0438849441148
0.399472817139, 0.0435655486418
0.441788419252, 0.0442188061702
0.382891376375, 0.0439550717602
0.37532361378, 0.0436593306296
0.323406149418, 0.0434719398137
0.444954164632, 0.0439364338357
0.411217495714, 0.0438611966125
0.443310569618, 0.0439686659819
0.452865582946, 0.0441592522133
0.398448920375, 0.0433126666921
0.366882043498, 0.0434891534774
0.351739735234, 0.0434768071509
0.500643629834, 0.0442382295824
0.330120024095, 0.0439295296766
0.415290809584, 0.0437383015392
0.389968625855, 0.0434758503814
0.405167745861, 0.043308553577
0.370729214402, 0.0436302496022
0.307735036957, 0.043530316243
0.300286503827, 0.0435159397971
0.441929836499, 0.0441736764752
0.454039327528, 0.0447984910753
0.461003264617, 0.0445393942511
0.403728951451, 0.0443818064966
0.341509743837, 0.0449461778665
0.486178793888, 0.0452371469371
0.462155530549, 0.044695825505
0.388012155592, 0.0443528027154
0.354613676927, 0.0446752257172
0.464304826146, 0.0442910596266
0.43865813381, 0.0445335640967
0.496381173033, 0.0448582270922
0.365311588545, 0.044836786393
0.31247418625, 0.044786001964
0.399927380762, 0.0443348690278
0.421740991225, 0.0445942649742
0.448605296925, 0.0446580816318
0.411948649203, 0.0446628141005
0.415665655362, 0.044568595486
0.381248492752, 0.0443058183481
0.399045851531, 0.0447147228518
0.42885017693, 0.0444514301271
0.40621076872, 0.0447784356351
0.372395292512, 0.0452198875388
0.407883028075, 0.0450209422343
0.413823686052, 0.0442946393869
0.354285700588, 0.044406665085
0.446275202475, 0.0448860770915
0.473167066996, 0.0450336371089
0.469873979359, 0.0445346726616
0.418740572958, 0.0450380292954
0.348346494951, 0.0447923201616
0.49303836358, 0.0445734009617
0.384260462455, 0.0443254829999
0.434137187755, 0.04477908788
0.55938300756, 0.0459799520084
0.495307513605, 0.0457179306721
0.445272179487, 0.0460272298671
0.442335885202, 0.0457134468092
0.467221324507, 0.0455652165333
0.481410768253, 0.0460133487246
0.476772175541, 0.0455742249544
0.438795398279, 0.0456449814584
0.422538448625, 0.0457864360697
0.414257683958, 0.0456756951179
0.408213989116, 0.0454296385244
0.394006780658, 0.0455311038263
0.48638268954, 0.0461026836434
0.469708691536, 0.0457462448981
0.501797541989, 0.0455505336574
0.459778268653, 0.0456984354218
0.487949295377, 0.0457223275283
0.457624859571, 0.0460170411925
0.364784989849, 0.0455501045848
0.382535529187, 0.0459525416563
0.462954795687, 0.045951832067
0.385932061838, 0.0454617742294
0.496862256088, 0.0457039591656
0.45809912912, 0.0456593220073
0.368688858169, 0.0459947911139
0.444958677172, 0.0453152365064
0.464865987351, 0.0453961161489
0.50057794079, 0.0454821636941
0.456678086999, 0.0461923797818
0.411151739766, 0.045542130066
0.500599565708, 0.0462144886587
0.428392153346, 0.0456181989056
0.403183328196, 0.0465118943603
0.517973742938, 0.0465112423095
0.425620159357, 0.0466328325019
0.49076006803, 0.0467567500256
0.489323433383, 0.0465877942628
0.49517348487, 0.0468175092443
0.458999660876, 0.0469938984401
0.518622401351, 0.0464495529471
0.543072376697, 0.0462820928993
0.471326824921, 0.0471339033812
0.446952454435, 0.046735329332
0.411040930753, 0.0468834468397
0.484818448706, 0.0468014379269
0.460281047666, 0.0465213734283
0.480834616961, 0.04690221024
0.511217156367, 0.0468740752186
0.518196976532, 0.0471195063281
0.465734299011, 0.0467845461605
0.487790708377, 0.0468192636946
0.442968646508, 0.0463826948453
0.57417877177, 0.0464413092363
0.523710828463, 0.046561820482
0.445537983995, 0.046607771295
0.506370301119, 0.0468466619824
0.479117235019, 0.0469069881951
0.475812730247, 0.0470516153631
0.521644541021, 0.0470686172224
0.576278768228, 0.0476456600323
0.470992557202, 0.0474752969407
0.585115145116, 0.0475909249568
0.506784238748, 0.0477194316695
0.514699828626, 0.0479286875902
0.553618145709, 0.0479245327753
0.486295127497, 0.0475340830574
0.576514581022, 0.0474771999745
0.545309176137, 0.0480168923153
0.551616976426, 0.0479260164271
0.492137614608, 0.0479786123741
0.522525657982, 0.047386422576
0.458757863787, 0.0472610985482
0.548562414918, 0.0479124668192
0.564535187416, 0.0480219569304
0.503037369543, 0.0475208354542
0.484455247832, 0.0480292873373
0.544116780302, 0.0478862680201
0.459711073434, 0.047999142272
0.491031215437, 0.0473352759464
0.630245447918, 0.0488212277843
0.642326931143, 0.0484520296264
0.532371518545, 0.0487305557255
0.553672431876, 0.0486441947409
0.540837956038, 0.0484578103771
0.613463861112, 0.0483078797842
0.577149969889, 0.0487478367094
0.561431009946, 0.0491537267153
0.550462408135, 0.0488417727515
0.567851037183, 0.0485932402356
0.463675969083, 0.0482965548629
0.625377941974, 0.0490368409121
0.5658096238, 0.0487682658992
0.556283511874, 0.0490319824007
0.54941641293, 0.0483387237129
0.488998180459, 0.0482671561908
0.690297409184, 0.0491015718786
0.500711376724, 0.0485007454347
0.608511865313, 0.0488242440465
0.625797240445, 0.0488378877195
0.631335714688, 0.0483373681725
0.566903456215, 0.0484837205572
0.530547602794, 0.0482932995937
0.556433648415, 0.0486031978476
0.516516608928, 0.0483340900419
0.514471531784, 0.0485687911318
0.509447348645, 0.0486073368539
0.556442256413, 0.0490607782051
0.578083346499, 0.0488470468776
0.536760156493, 0.0483220742206
0.54127906825, 0.0490038306436
0.518302665554, 0.0483563290441
0.611020717308, 0.0488713057255
0.558496273954, 0.0490757215849
0.591765558159, 0.0488316796108
0.560158855234, 0.0482751043072
0.548010366342, 0.0482360270574
0.484093918028, 0.0484290976172
0.504370387293, 0.0487386600136
0.497613386516, 0.0487798973495
0.564939767138, 0.0491331933515
0.577463412042, 0.048750613711
0.587993612606, 0.0500386836678
0.610479952683, 0.0498097561788
0.610475130666, 0.0496644114018
0.528463081981, 0.0497693914653
0.623900114058, 0.0497784472438
0.483890667275, 0.0492315780855
0.561866592239, 0.0498090097665
0.526409683938, 0.0501312916054
0.579897024525, 0.0499000233004
0.534182977839, 0.0501322154914
0.586893164855, 0.0500719187917
0.58573325057, 0.0495543693644
0.599255897079, 0.0494070875724
0.567712330111, 0.0494981447293
0.545014298024, 0.0493625730417
0.600096150171, 0.0495936839724
0.603300543075, 0.0499985438344
0.61499830043, 0.0496651744623
0.517370114113, 0.04973785227
0.58636351668, 0.0500692063583
0.563478054927, 0.0497926671979
0.501379858428, 0.0498680295231
0.56691518875, 0.0495146067919
0.66070975791, 0.0493847822545
0.53227455858, 0.0494357252639
0.604139537537, 0.049748936216
0.605790355343, 0.0498865992797
0.616100181051, 0.0496820042557
0.561237544269, 0.050099662911
0.558957306451, 0.049292526976
0.584322426717, 0.0492979962108
0.575826599199, 0.0497078789317
0.546361781272, 0.0493703337528
0.655179782327, 0.0495531158912
0.574229737017, 0.0501837210105
0.590845947702, 0.049548657197
0.639017994111, 0.0497451092283
0.56265985961, 0.0498189080527
0.651540775144, 0.0495814243926
0.598426520995, 0.0499787735829
0.610673211609, 0.0496350362989
0.540658847336, 0.0501171640665
0.519951188055, 0.0498863984366
0.57237978927, 0.0494333488428
0.521716155492, 0.050204852599
0.591684251832, 0.0511555671162
0.615388180548, 0.0510464128192
0.703014642506, 0.0505878627048
0.55556688323, 0.0508799137962
0.571678796602, 0.0505528070364
0.636070379775, 0.051113816594
0.532882796725, 0.0507712824359
0.559561971616, 0.05046095622
0.530591793248, 0.0502067842127
0.665450944572, 0.0505587666067
0.519937196903, 0.050714305883
0.654435035799, 0.0509814029599
0.658707612206, 0.0510423203934
0.563994264594, 0.0505808602169
0.700879842966, 0.0510930303283
0.672367598299, 0.0510962273605
0.563530003492, 0.0504297036538
0.661980903188, 0.0503072571176
0.665094043086, 0.0508871510279
0.642324272756, 0.0502065198353
0.567866293406, 0.050273552501
0.550799668879, 0.0510701343495
0.514685943892, 0.0504723706203
0.599689766421, 0.0510122856351
0.629857926682, 0.0503321687811
0.574172139041, 0.0504370182577
0.627400394592, 0.0509544765277
0.565455451125, 0.0506625495713
0.581835775198, 0.05051305051
0.675305923589, 0.0504650806441
0.574950572012, 0.0507150851034
0.536711245299, 0.0502054098885
0.592890052399, 0.0503214771069
0.59538334024, 0.0509048040281
0.711333715038, 0.0505773527597
0.600059977286, 0.0515372758764
0.596207034848, 0.0517273477913
0.629700095752, 0.0515166470881
0.467014347045, 0.0514459263014
0.649586751516, 0.0514230467681
0.59512789739, 0.0512064110575
0.625290539701, 0.0511958914551
0.640928066612, 0.051356078286
0.672453145619, 0.0518708748344
0.608064995434, 0.0513969086259
0.585106524621, 0.0515799748709
0.727092087451, 0.0519563785298
0.679073714885, 0.051805101907
0.636677833401, 0.0513917342625
0.71135864715, 0.0513340210512
0.636513691954, 0.0513107771216
0.628991169762, 0.0519910110041
0.629748418386, 0.051665529238
0.625380046547, 0.0521038765926
0.665459034764, 0.051342341721
0.671944130541, 0.0517620467734
0.602462273932, 0.0517412363855
0.693558501988, 0.0516122980132
0.612977229522, 0.0515373404155
0.645722839485, 0.0519803266273
0.598989273669, 0.0518427024404
0.650388468204, 0.0521247164398
0.68381945496, 0.0517516055154
0.646959920778, 0.0514838313095
0.720295792644, 0.0514149230389
0.658778915399, 0.0519852471169
0.538792197533, 0.0512688996845
0.724446242417, 0.0512504783117
0.680641863018, 0.0518182147011
0.675858433839, 0.0518889229494
0.640202363068, 0.0517088486297
0.539587905803, 0.0515575397443
0.684490204754, 0.0514610625671
0.604813320896, 0.051473879357
0.78873768424, 0.0528238063216
0.682352344143, 0.0524428835504
0.64160165157, 0.0522167626335
0.605088421635, 0.0525296554744
0.701666497898, 0.0530253385319
0.606090980897, 0.052562649033
0.731856794673, 0.0521777820878
0.683339717641, 0.05302021702
0.751551474614, 0.0525727941534
0.639958989202, 0.0529033163733
0.681274083047, 0.0525643382708
0.718114723984, 0.0528953384875
0.699705070574, 0.0527772731622
0.763507789172, 0.0526223976065
0.747274009039, 0.053080108152
0.66504717239, 0.0522763170027
0.700884617803, 0.0526463621475
0.573379395185, 0.0522146586662
0.693210846254, 0.0522180485552
0.691673603552, 0.0526654162217
0.670222221512, 0.0530013165333
0.590411812375, 0.0528221673239
0.657189571526, 0.052493826956
0.604592823103, 0.0526585862577
0.673717696295, 0.0525528317805
0.663020892028, 0.0527307795625
0.694754251167, 0.0530351922131
0.701535594859, 0.0527881156248
0.664481780699, 0.0529824291878
0.661725527228, 0.0524860933494
0.679369199364, 0.0526793237991
0.637675999947, 0.0530156450345
0.727873647084, 0.0529161020369
0.708107101353, 0.052745594851
0.780364051768, 0.0536926659781
0.751087356556, 0.0536203084902
0.684466240261, 0.0535352790235
0.74731879912, 0.0537194552147
0.673516423501, 0.0536416148368
0.763309793647, 0.0532722155683
0.606949148357, 0.0535175819132
0.636582907226, 0.0535036804307
0.703985736492, 0.0535385704971
0.704142584262, 0.0533426328033
0.77370557141, 0.0531952791821
0.793147301482, 0.0534654210203
0.723276280152, 0.053441939798
0.720625908189, 0.0532259126305
0.740150028357, 0.0532904232835
0.716051392926, 0.0538848534109
0.776547823015, 0.0536923023189
0.723019920885, 0.0535439750003
0.680638629177, 0.0535036833783
0.65811599253, 0.0532508213278
0.673472164236, 0.0539634403608
0.691398674052, 0.0538099787758
0.796610299681, 0.05413219137
0.761193207088, 0.0533650002411
0.658197028431, 0.053588787738
0.681775971781, 0.0539884042238
0.661487146812, 0.053874873278
0.726170730396, 0.0534432350846
0.718359421054, 0.0539750265236
0.747198770491, 0.0537647498637
0.70979198374, 0.0537783825497
0.771306648114, 0.0537572111163
0.674744052645, 0.0538440094497
0.605890690181, 0.0535457933372
0.601798201177, 0.0540571694965
0.695366625843, 0.0534412448999
0.734219983902, 0.0533143082859
0.66943767573, 0.0535610446811
0.720895859736, 0.0532953865346
0.641894759916, 0.054429272002
0.810772352668, 0.0550036920018
0.714868894416, 0.0548612886134
0.639357910518, 0.0545966485316
0.754589847507, 0.0544542394908
0.705046672146, 0.0551092803174
0.694509587624, 0.0548093538644
0.829001630529, 0.0551336147506
0.709291329965, 0.0542574372845
0.794419189202, 0.0544371448638
0.698595834182, 0.0547903881163
0.752603411663, 0.0547619996236
0.836560559287, 0.0547260023059
0.776528719551, 0.0547957506023
0.75875164219, 0.0550626083206
0.688003590563, 0.0545920802555
0.744003677583, 0.054859593268
0.712902657505, 0.0548049330267
0.684840121385, 0.0551148764044
0.724848699442, 0.0549140055644
0.824982004217, 0.0550794938574
0.83464349104, 0.0546216762601
0.736092169466, 0.0543223667611
0.712331365384, 0.0544170073028
0.745633396758, 0.0549379645709
0.669527441596, 0.0542218857567
0.789808824429, 0.0545436895185
0.734381629454, 0.0546198550595
0.672576588386, 0.0544841848677
0.743946008873, 0.0541504576099
0.73269166907, 0.0545101280966
0.754469844089, 0.0547242373408
0.790600063581, 0.0543891435558
0.734274670523, 0.0542159023242
0.788713688747, 0.0541677703682
0.611729389876, 0.054507219901
0.732626764702, 0.0543587549717
0.728950571876, 0.054404600971
0.668755976215, 0.0550018348658
0.701312686683, 0.0547730782231
0.801439501399, 0.0550183683396
0.738339882486, 0.0546622967283
0.69303763966, 0.0547180951849
0.733364369532, 0.0544772074892
0.777365969179, 0.0547409890331
0.698089790093, 0.05490273211
0.778090310767, 0.0545716025175
0.757161317664, 0.0545442108795
0.657757993916, 0.0544484003019
0.79848786556, 0.0556730868685
0.79629980213, 0.0555294424649
0.642284968555, 0.055254414188
0.694407438333, 0.0555518875202
0.888763046812, 0.0556672736907
0.702248696963, 0.0554055584184
0.813326783277, 0.0559626860085
0.761214150314, 0.0553906897277
0.758997572823, 0.0554474219464
0.775669014853, 0.0557309016912
0.956978836502, 0.0560794179063
0.810223213924, 0.0556227281756
0.824920139188, 0.0553559359392
0.817692607718, 0.0556290248164
0.935619653225, 0.0556247559353
0.684637051929, 0.0557381349098
0.797672226225, 0.0556452581793
0.773163237048, 0.0561041956378
0.735590160222, 0.0560619263602
0.780597943703, 0.055212350506
0.685460516642, 0.0560778468969
0.687695360856, 0.0553063708449
0.880344968566, 0.0560552693824
0.728038715753, 0.0557400844719
0.931366489409, 0.055748561269
0.718964138269, 0.0560563910513
0.825312187211, 0.0561019990526
0.81204965837, 0.0556551350968
0.84497426275, 0.0552091809559
0.720537919206, 0.0556995119295
0.811078699876, 0.0554308515834
0.760059037142, 0.0558159298121
0.705547994317, 0.0552989439532
0.817769596152, 0.0551607023702
0.80517366329, 0.0557116520764
0.734540606652, 0.0554151743777
0.745311846235, 0.0554118498207
0.734710889853, 0.0557467958851
0.843406575455, 0.0553308283637
0.721845663256, 0.0560773996673
0.774338321721, 0.0558848238933
0.713328054376, 0.0552248917268
0.788147624979, 0.0558078056302
0.793363841102, 0.055562182266
0.899039051017, 0.0564528992432
0.774106977964, 0.05675850379
0.832834326403, 0.0569830298027
0.802282737419, 0.0563907220328
0.878113026121, 0.0570759780265
0.850977527162, 0.0565109697714
0.779814603993, 0.056314612845
0.814346770574, 0.0562564599762
0.781786250419, 0.0570542479132
0.843773417039, 0.0565630857495
0.812444709811, 0.0568949314131
0.740747667924, 0.0563538632989
0.771934735572, 0.0563566612524
0.856403398869, 0.0570841329358
0.822912659591, 0.0568712105254
0.781519318492, 0.056582510161
0.886558637613, 0.0567617357187
0.747997705036, 0.0567497339187
0.895860178333, 0.0567573655475
0.735387407586, 0.0562130920213
0.725833642707, 0.0563720634032
0.72069118832, 0.05696059472
0.845492247512, 0.0568472480669
0.805527892257, 0.0565483671287
0.76432112918, 0.0567021731621
0.833704222545, 0.0566429739346
0.78123098043, 0.0565759676134
0.882142238681, 0.0570300409726
0.728198620008, 0.0564570911936
0.806966273909, 0.0564545380532
0.753524034316, 0.0568827395961
0.688972069833, 0.0570615225752
0.860286903835, 0.0568475025352
0.795983579313, 0.0564903164416
0.927780803257, 0.0566260547796
0.886120372439, 0.0566172574672
0.675779515111, 0.0567710446446
0.740283914643, 0.0562426685011
0.945501090533, 0.0570778666302
0.846601472777, 0.0567891262825
0.853756782933, 0.0567337354096
0.886133990729, 0.0562014776209
0.764757450964, 0.0569023812174
0.750677483716, 0.0565561212865
0.848568666612, 0.0563387809881
0.888341867605, 0.056605816657
0.771856235633, 0.0575818679881
0.782039851653, 0.0578554610459
0.794149175682, 0.0573622674309
0.793080538724, 0.0574265979529
0.863571961414, 0.0579095697861
0.886958502449, 0.0579874652778
0.884095226112, 0.0577608046375
0.799438676172, 0.0580003829252
0.706453601715, 0.0571271661468
0.73342025932, 0.0578783057953
0.960604766833, 0.0571651088067
0.828570721162, 0.0572369595771
0.864410338556, 0.0574507361738
0.942158177351, 0.0577158996999
0.909465362385, 0.0573417054576
0.842842920661, 0.0576358634331
0.808072074396, 0.0576459079611
0.724300553207, 0.0574518405604
0.844528488489, 0.0580130000254
0.946972346587, 0.0580139594028
0.955203230396, 0.0571614189244
0.899719810074, 0.0575612799085
0.808454036724, 0.0576319867149
0.873449246903, 0.0571308504271
0.7619003776, 0.0579117423571
0.811063224173, 0.0576986287427
0.78498862671, 0.0573470362744
0.808371221573, 0.0575502968821
0.749917669854, 0.0577744444345
0.821812046924, 0.0578431682892
0.880564521441, 0.0576822154384
0.827928359871, 0.0571303932667
0.846088944148, 0.057695768726
0.843185726955, 0.0574686177575
0.880328816897, 0.0574485598242
0.695804976648, 0.0580413807586
0.8618475266, 0.0575045900438
0.797912678585, 0.0572380139813
0.807612651983, 0.0575270253342
0.830975432406, 0.0573880204681
0.864343606307, 0.0572673851552
0.836993074158, 0.0571650141047
0.93055812304, 0.0575700242319
0.874226215757, 0.0578544239776
0.86555576845, 0.0573425858924
0.762780534406, 0.0573293213764
0.851287077275, 0.0579013516453
0.80464364591, 0.0573694487043
0.871382617374, 0.0579292739982
0.89132464385, 0.0580091450019
0.846272979199, 0.058200821051
0.873435802001, 0.058720297913
0.867386795662, 0.0590531569764
0.912406834649, 0.0585547420853
0.894541492646, 0.0587515041086
0.827334443568, 0.0582711420526
0.962548391, 0.0581065675026
0.892388326781, 0.0589455953823
0.758773219111, 0.0589632904189
0.876098909887, 0.0590781255656
0.986125880778, 0.0585930083256
0.874339351818, 0.0582334971761
0.93777942109, 0.0582855891121
0.844161580229, 0.0585704239535
0.774695534004, 0.0589024307404
0.846670905948, 0.0584610667422
0.883440157636, 0.0583114489933
0.815574784839, 0.059055387624
0.909412768697, 0.0587626439311
0.878586767322, 0.0589809232878
0.811749856361, 0.0586977655874
0.902968534156, 0.0586608343348
0.85353822854, 0.0582674232211
0.870063095845, 0.0586315713025
0.929597975647, 0.0589861699977
0.848188509737, 0.0587063315905
0.852761755848, 0.0582054915886
0.743666439162, 0.0584994338475
0.819215594169, 0.058231490525
0.950885208517, 0.0582646674457
0.960940842999, 0.0590183179418
0.816913596001, 0.0585265019262
0.780878023809, 0.0582181120352
0.859484526928, 0.0587127971744
0.825808197165, 0.0584778987871
0.864096133509, 0.0581515052144
0.849230475456, 0.0588340120707
0.72398336102, 0.0583587547005
0.932738525164, 0.0587969430738
0.881016490096, 0.0586426677334
0.818817044249, 0.0586083079117
0.81395534059, 0.0590213923489
0.826854590448, 0.0590159391696
0.810106260758, 0.0588945276757
0.908085854514, 0.058768214163
0.872601765928, 0.0596166499024
0.824832325978, 0.059644879487
0.898870722842, 0.0599429696219
0.919419688484, 0.0597114716604
1.00684191657, 0.0591334502211
0.864416322437, 0.0591911501944
0.866573659122, 0.0592361837842
0.950602215786, 0.0599915469585
0.945013764314, 0.0591304245109
0.827984176356, 0.0594408218652
0.964730850538, 0.0599166655727
0.965362956332, 0.0592601535875
0.857555092018, 0.0598605739455
0.836430751991, 0.0596245457547
0.850421121269, 0.0593921411728
0.796965754789, 0.0592825820615
0.88800521483, 0.0596980192428
0.830629050661, 0.0593866446802
0.972320224852, 0.0599486286859
0.881143694642, 0.0590886861883
0.998530975841, 0.0591908449995
0.918134679072, 0.0597668007956
0.893853108854, 0.0596776280801
0.907235495404, 0.0597541781191
0.977555144691, 0.0597316795176
0.826717059217, 0.0596233322734
0.79698159443, 0.0598441144071
0.926341886849, 0.0593865938849
0.898760766132, 0.0593197516717
0.927502593149, 0.0594033854645
0.928248515214, 0.0591960247961
0.895086523069, 0.0597956833337
0.957925374324, 0.0594423293633
0.833069259317, 0.0592523961112
0.827818677975, 0.0592869039327
0.909088914461, 0.0603041858236
0.960821689914, 0.0610101054937
0.982377534701, 0.0606523470441
0.902746666568, 0.0607485945399
0.97060720301, 0.0603075920824
0.932404381757, 0.0609179415202
0.971472303375, 0.060977274632
0.923652036336, 0.0610434405211
0.948817860182, 0.0609121065694
0.924055107537, 0.0602763386837
0.84781285857, 0.0602655702859
0.947000590292, 0.0602566535348
0.929915700515, 0.0609548433692
0.898320783283, 0.0610022596281
0.917432741976, 0.0607792746259
1.00582135787, 0.0604608118317
0.980465547154, 0.0600964097713
0.853375877094, 0.0601369994775
1.027128819, 0.0607077079465
0.940025408802, 0.0604761849858
0.925283378057, 0.0601403487272
0.84999412371, 0.0605104374847
0.89256251988, 0.0604026176944
1.01237198492, 0.060647602091
0.992305550231, 0.0603468112009
0.955082097584, 0.0604795782261
0.918954040291, 0.0603913666393
0.897056823457, 0.0610275598848
0.961922730376, 0.0610408117532
1.0245540373, 0.060587074179
0.919525794435, 0.061030120747
0.963120286959, 0.0607609847682
1.10642175832, 0.0611987171535
0.976780573118, 0.0612188085581
0.939533868424, 0.0619166538615
0.858665066103, 0.0618078778155
0.888989790422, 0.0615194267422
0.980517812702, 0.0619868553961
1.01870155264, 0.0615881997978
1.04615749892, 0.0613568047735
1.04142737029, 0.0615626592042
0.91923061182, 0.061608769093
0.870790509113, 0.0614236530535
1.04657977381, 0.0613579974466
0.919422193802, 0.0611661449469
1.01344267657, 0.0611621296677
0.996778963998, 0.0615503804967
1.06931056524, 0.0617768410169
0.994137290507, 0.061484039497
0.936969690283, 0.0617184938741
0.938499356007, 0.0614128056902
1.02086771498, 0.062011185896
0.955728761068, 0.0615196930208
1.02532418058, 0.0611062093231
1.11000809191, 0.0618599519836
0.96156002987, 0.0617640128963
0.944297310086, 0.0613438254695
0.972370677844, 0.0612296353692
1.0362949664, 0.0618888174669
1.00126869321, 0.0613033696884
0.987276814569, 0.0612112782842
0.996627018022, 0.0617867456686
0.948591531008, 0.0620169219706
0.994575130134, 0.0616115937111
1.08701375629, 0.062896459043
0.980372143249, 0.062611065097
0.961627630179, 0.0622864092565
0.900718603273, 0.0622785355873
1.05723227132, 0.0629832919367
0.954302409464, 0.0627262551773
0.962342528451, 0.0622859408575
0.981964543361, 0.0624446065212
1.03021292014, 0.0624009603861
0.953601054229, 0.0621267236992
1.05524972952, 0.0629810499327
0.979825440301, 0.0623658884925
1.06356300292, 0.0620971519672
